1	0	-0
0.97005	0	-0.010302
0.95079	0	-0.016597
0.93774	0	-0.020723
0.92408	0	-0.024917
0.90977	0	-0.029183
0.89375	0	-0.033804
0.87769	0	-0.038274
0.86054	0	-0.042871
0.84622	0	-0.046573
0.8321	0	-0.050104
0.81604	0	-0.053981
0.80056	0	-0.057577
0.78414	0	-0.061244
0.7662	0	-0.065085
0.74932	0	-0.068539
0.7314	0	-0.072042
0.71487	0	-0.075125
0.69721	0	-0.07827
0.68093	0	-0.081032
0.66404	0	-0.083762
0.64789	0	-0.086247
0.63295	0	-0.088439
0.62119	0	-0.090111
0.60947	0	-0.091716
0.59775	0	-0.093254
0.58603	0	-0.09473
0.5743	0	-0.096143
0.56259	0	-0.09749
0.5509	0	-0.098769
0.53923	0	-0.099976
0.52758	0	-0.10111
0.51593	0	-0.10217
0.50427	0	-0.10315
0.49261	0	-0.10406
0.48096	0	-0.1049
0.46935	0	-0.10566
0.45778	0	-0.10634
0.44624	0	-0.10693
0.43472	0	-0.10744
0.4232	0	-0.10785
0.4117	0	-0.10817
0.40021	0	-0.10841
0.38875	0	-0.10855
0.37733	0	-0.10859
0.36595	0	-0.10854
0.3546	0	-0.10839
0.34328	0	-0.10813
0.33198	0	-0.10776
0.32072	0	-0.10729
0.3095	0	-0.10672
0.29833	0	-0.10603
0.28722	0	-0.10522
0.27617	0	-0.1043
0.26516	0	-0.10325
0.25418	0	-0.10208
0.24325	0	-0.10079
0.23236	0	-0.099368
0.22156	0	-0.097825
0.21085	0	-0.096154
0.20022	0	-0.094346
0.18966	0	-0.092398
0.17916	0	-0.0903
0.1687	0	-0.088056
0.1583	0	-0.085675
0.14801	0	-0.083166
0.13785	0	-0.080528
0.12784	0	-0.077758
0.11799	0	-0.074864
0.10835	0	-0.071861
0.098981	0	-0.068759
0.089932	0	-0.06557
0.081247	0	-0.062313
0.07298	0	-0.059015
0.065198	0	-0.05571
0.057963	0	-0.052444
0.051321	0	-0.049249
0.045286	0	-0.046151
0.039839	0	-0.043165
0.034953	0	-0.040311
0.030587	0	-0.037597
0.026698	0	-0.035024
0.023239	0	-0.03259
0.020161	0	-0.030283
0.017423	0	-0.028091
0.014987	0	-0.026
0.012816	0	-0.023998
0.010881	0	-0.022072
0.0091572	0	-0.020214
0.0076215	0	-0.018415
0.0062562	0	-0.016669
0.0050503	0	-0.014973
0.0039997	0	-0.01332
0.0030976	0	-0.011708
0.0023364	0	-0.010133
0.0017057	0	-0.0085923
0.0011924	0	-0.0070878
0.00078269	0	-0.0056182
0.00046711	0	-0.0041797
0.00023956	0	-0.0027729
0.00010703	0	-0.0013971
0	0	-0
0.0001775	0	0.0012603
0.00041071	0	0.0025533
0.00079722	0	0.0038305
0.0013398	0	0.0050943
0.0020423	0	0.0063375
0.0029137	0	0.0075465
0.0039591	0	0.0087021
0.0051803	0	0.0098058
0.0065719	0	0.010871
0.008121	0	0.011919
0.0098072	0	0.012974
0.011633	0	0.014047
0.013614	0	0.015136
0.015776	0	0.016239
0.018145	0	0.017356
0.020756	0	0.018487
0.023643	0	0.019637
0.026843	0	0.020811
0.030394	0	0.022015
0.034335	0	0.023243
0.038712	0	0.024478
0.043577	0	0.025702
0.049004	0	0.026903
0.055067	0	0.02807
0.061836	0	0.029199
0.069352	0	0.030285
0.077607	0	0.031324
0.08652	0	0.032303
0.095993	0	0.033193
0.10596	0	0.03398
0.11635	0	0.034667
0.12706	0	0.035255
0.13799	0	0.035739
0.14909	0	0.036118
0.16033	0	0.036396
0.1717	0	0.03658
0.18315	0	0.036673
0.19468	0	0.036682
0.20625	0	0.03661
0.21786	0	0.036456
0.22949	0	0.036224
0.24115	0	0.035915
0.25283	0	0.035532
0.26453	0	0.035078
0.27623	0	0.034552
0.28793	0	0.033958
0.2996	0	0.033295
0.31124	0	0.032557
0.32287	0	0.031743
0.33448	0	0.030854
0.34607	0	0.029887
0.35763	0	0.028844
0.36915	0	0.027723
0.38063	0	0.026521
0.39209	0	0.025232
0.4035	0	0.023857
0.41488	0	0.022392
0.4262	0	0.020838
0.43748	0	0.019183
0.44878	0	0.017418
0.46015	0	0.015537
0.47163	0	0.013549
0.48325	0	0.011468
0.49497	0	0.0093069
0.5068	0	0.0070813
0.51872	0	0.0048068
0.5307	0	0.0024922
0.54274	0	0.00014764
0.55482	0	-0.0022183
0.56693	0	-0.0045943
0.57904	0	-0.0069698
0.59113	0	-0.009333
0.60319	0	-0.011676
0.6152	0	-0.013989
0.62717	0	-0.016269
0.63908	0	-0.018508
0.6522	0	-0.020771
0.66568	0	-0.022698
0.67857	0	-0.024188
0.69144	0	-0.025348
0.7066	0	-0.026321
0.72581	0	-0.026985
0.74084	0	-0.027095
0.75656	0	-0.026861
0.77293	0	-0.026268
0.79034	0	-0.025286
0.80883	0	-0.023891
0.82591	0	-0.022322
0.8416	0	-0.020679
0.85912	0	-0.018651
0.87753	0	-0.016345
0.89271	0	-0.014343
0.9109	0	-0.011864
0.92626	0	-0.0097339
0.93978	0	-0.0078576
0.95385	0	-0.005923
0.97219	0	-0.0034705
1	0	-0
