1 0
0.98738 0.0063512
0.97669 0.011517
0.96625 0.016379
0.95538 0.021266
0.94498 0.025777
0.93653 0.029329
0.92783 0.032887
0.91925 0.036295
0.90843 0.04046
0.89719 0.044634
0.88497 0.048991
0.87099 0.053758
0.85764 0.058096
0.84345 0.062479
0.83081 0.066187
0.81668 0.070108
0.80166 0.074022
0.78788 0.07738
0.77172 0.081023
0.75598 0.084263
0.74373 0.086567
0.72956 0.088985
0.71607 0.091144
0.70262 0.093225
0.68918 0.095229
0.67573 0.097161
0.66228 0.099021
0.64884 0.10081
0.63542 0.10251
0.62203 0.10413
0.60865 0.10567
0.59528 0.10712
0.5819 0.10849
0.56851 0.10977
0.55513 0.11097
0.54179 0.11208
0.5285 0.11309
0.51524 0.114
0.50201 0.11481
0.48878 0.11551
0.47555 0.11612
0.46235 0.11662
0.44917 0.11701
0.43604 0.11729
0.42295 0.11746
0.40991 0.11751
0.39689 0.11744
0.38389 0.11725
0.37092 0.11693
0.35801 0.11649
0.34516 0.11593
0.33237 0.11522
0.31964 0.11438
0.30696 0.1134
0.29431 0.11227
0.28171 0.111
0.26917 0.10959
0.25672 0.10804
0.24437 0.10633
0.23211 0.10446
0.21994 0.10244
0.20782 0.10023
0.19574 0.097863
0.18373 0.095334
0.17185 0.092656
0.16012 0.089826
0.14855 0.086842
0.13717 0.083713
0.12602 0.080453
0.11519 0.077074
0.10472 0.07359
0.09467 0.070019
0.085099 0.066392
0.076084 0.062749
0.067699 0.059138
0.059998 0.055598
0.052997 0.052156
0.046674 0.048833
0.040999 0.045649
0.035925 0.042616
0.031401 0.039736
0.027375 0.037006
0.023789 0.034415
0.020597 0.03195
0.017754 0.029595
0.015218 0.027336
0.012955 0.02516
0.010935 0.023059
0.009133 0.021021
0.0075281 0.019041
0.0061074 0.017115
0.0048663 0.015235
0.0037967 0.0134
0.0028898 0.011604
0.0021337 0.0098455
0.0015133 0.0081258
0.0010127 0.0064443
0.00062098 0.0047966
0.0003311 0.0031835
0.0001511 0.0016043
0 0
0.00017881 -0.0014526
0.000421 -0.0029441
0.00083978 -0.0044204
0.0014382 -0.0058844
0.0022211 -0.0073279
0.0031988 -0.0087357
0.0043776 -0.010085
0.0057596 -0.011379
0.0073383 -0.012632
0.0090985 -0.013868
0.011016 -0.015115
0.013094 -0.016385
0.01535 -0.017677
0.017814 -0.018989
0.020516 -0.02032
0.023495 -0.021673
0.026791 -0.023053
0.030447 -0.024467
0.034506 -0.025924
0.039013 -0.027414
0.04402 -0.028922
0.04959 -0.030428
0.055806 -0.031917
0.062754 -0.033381
0.070514 -0.034815
0.079135 -0.036214
0.088605 -0.037575
0.098835 -0.038879
0.10971 -0.040093
0.12115 -0.041198
0.13309 -0.042196
0.14539 -0.043087
0.15795 -0.043863
0.1707 -0.044522
0.18362 -0.045067
0.19669 -0.045506
0.20986 -0.045844
0.22311 -0.046086
0.23642 -0.046234
0.24976 -0.046291
0.26314 -0.046258
0.27656 -0.046136
0.29 -0.04593
0.30346 -0.045642
0.31693 -0.045273
0.33038 -0.044825
0.34382 -0.044296
0.35722 -0.043682
0.3706 -0.042979
0.38397 -0.042189
0.39732 -0.041311
0.41063 -0.040344
0.4239 -0.039286
0.43713 -0.038134
0.45032 -0.036881
0.46348 -0.035529
0.47659 -0.034074
0.48964 -0.032514
0.50264 -0.030838
0.51567 -0.029034
0.52878 -0.0271
0.54202 -0.025045
0.55542 -0.022885
0.56895 -0.020636
0.58259 -0.018314
0.59634 -0.015938
0.61016 -0.013517
0.62405 -0.011063
0.63799 -0.0085847
0.65196 -0.0060957
0.66593 -0.0036074
0.67989 -0.0011329
0.6938 0.0013191
0.70766 0.0037381
0.72146 0.0061192
0.7352 0.0084542
0.74571 0.010099
0.75586 0.011441
0.76596 0.012546
0.7766 0.013478
0.78615 0.014121
0.79682 0.014637
0.80834 0.014968
0.81903 0.01508
0.82917 0.015023
0.84017 0.014794
0.85418 0.014274
0.86531 0.013693
0.87655 0.012971
0.89061 0.011898
0.90406 0.010717
0.91816 0.0093427
0.93248 0.0078316
0.94822 0.0060698
0.96172 0.0045026
0.97471 0.0029698
0.98598 0.0016374
1 0
